@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC

@ATTRIBUTE classe {Cat, Dog}

@DATA
2.318E1,1.163E-1,8.316E-3,3.14E2,3.766E-3,1.413E-1,0E0,4.834E1,0E0,0E0,0E0,3.617E1,9.121E0,2.636E0,3.135E0,2.728E0,2.814E0,2.363E0,2.888E0,2.291E0,4.223E0,3.905E0,3.861E0,2.979E0,1.409E-1,2.503E-1,1.915E-1,2.235E-1,1.495E-1,1.84E-1,1.597E-1,1.356E-1,1.296E-1,0E0,2.776E-1,1.953E1,7.81E2,7.263E4,1.446E7,2.97E1,1.444E-1,3.69E-3,1.616E3,3.482E-3,1.35E-1,0E0,6.553E1,0E0,0E0,0E0,-1.397E2,-2.049E-2,-3.19E-1,-4.792E-1,1.356E-1,7.743E-1,1.824E0,2.306E0,4.833E-1,-4.592E0,-3.976E0,3.004E0,2.152E0,-8.743E-1,6.175E-1,-5.25E-2,2.412E-1,-1.194E-1,2.034E-1,-4.41E-2,2.707E-2,8.977E-2,0E0,2.585E-1,5.203E1,2.376E3,1.871E5,3.083E7,Cat
1.89E1,1.268E-1,2.459E-4,2.573E2,5.01E-4,2.453E-2,8.635E-2,3.272E1,2.841E1,4.787E0,1.81E-3,4.644E1,4.857E0,5.67E0,2.54E0,2.899E0,3.807E0,2.668E0,2.976E0,3.669E0,2.667E0,3.179E0,2.277E0,1.527E0,1.089E-1,4.02E-1,1.971E-1,1.702E-1,1.578E-1,1.265E-1,1.395E-1,1.18E-1,1.252E-1,0E0,1.106E-1,1.567E1,1.326E3,1.396E5,2.667E7,2.324E1,1.487E-1,1.251E-4,1.529E3,4.634E-4,2.129E-2,6.317E-1,5.524E1,2.049E2,9.627E0,1.716E-2,-1.713E2,-8.973E-1,-2.408E0,7.434E-1,-2.991E-1,4.901E-1,2.974E-1,-3.357E-1,-1.946E-2,9.687E-2,-1.878E-1,-6.663E-1,-2.46E-1,-8.946E-1,3.589E-1,-1.529E-1,8.868E-3,-5.74E-2,2.414E-2,4.498E-3,4.265E-2,-2.18E-2,0E0,7.876E-2,5.37E1,3.454E3,3.055E5,5.737E7,Cat
1.745E1,1.251E-1,3.156E-4,2.858E2,5.412E-4,2.455E-2,6.152E-2,2.875E1,2.859E-14,3.546E0,4.579E-4,3.033E1,4.78E0,2.963E0,2.157E0,1.937E0,1.83E0,1.9E0,1.679E0,1.684E0,1.479E0,1.297E0,1.366E0,1.218E0,1.23E-1,2.213E-1,2.05E-1,1.664E-1,1.404E-1,1.148E-1,1.136E-1,9.556E-2,9.202E-2,0E0,1.116E-1,1.477E1,8.898E2,7.938E4,1.479E7,3.017E1,2.068E-1,1.73E-4,1.475E3,5.797E-4,2.715E-2,5.854E-1,7.056E1,2.206E2,2.201E1,1.113E-2,-1.411E2,3.34E-1,-2.759E0,-6.458E-2,-2.062E0,-8.477E-1,-9.76E-1,-5.548E-1,-1.146E0,-1.113E0,-8.112E-1,-4.43E-1,-5.384E-1,-8.55E-1,4.484E-1,-1.291E-1,8.001E-3,-1.88E-2,3.666E-2,-1.981E-2,3.424E-2,-6.506E-3,0E0,1.084E-1,5.849E1,3.216E3,2.597E5,4.841E7,Cat
9.79E0,7.114E-2,5.23E-4,1.406E2,7.111E-4,2.608E-2,4.316E-2,2.232E1,2.53E1,1.85E0,4.791E-4,1.437E1,3.621E0,5.191E0,2.685E0,2.474E0,1.644E0,1.712E0,1.766E0,1.677E0,2.155E0,1.673E0,1.787E0,1.356E0,4.489E-2,3.824E-1,2.224E-1,1.602E-1,1.556E-1,1.046E-1,9.099E-2,7.975E-2,7.314E-2,0E0,5.257E-2,1.345E1,1.315E3,1.14E5,2.089E7,1.036E1,5.793E-2,1.875E-4,1.544E3,8.016E-4,3.08E-2,6.42E-1,3.396E1,1.086E2,2.728E1,9.623E-3,-1.571E2,8.556E0,4.004E0,1.043E0,2.019E-1,8.798E-2,4.4E-1,1.087E-1,-9.042E-1,-2.202E0,-1.35E0,-4.914E-1,3.054E-1,-9.646E-1,9.178E-2,-3.929E-3,1.044E-1,5.145E-2,9.502E-2,3.242E-2,6.481E-2,2.48E-2,0E0,6.196E-2,4.36E1,3.907E3,4.142E5,7.646E7,Cat
8.409E0,5.274E-2,4.873E-4,1.29E2,7.946E-4,2.899E-2,7.119E-2,1.967E1,5.285E1,1.186E0,6.587E-4,1.34E1,3.806E0,5.009E0,3.105E0,2.248E0,1.61E0,1.599E0,1.835E0,1.587E0,1.899E0,1.594E0,1.641E0,1.352E0,3.381E-2,3.627E-1,1.927E-1,1.213E-1,1.066E-1,8.28E-2,7.548E-2,7.335E-2,6.521E-2,0E0,5.244E-2,1.383E1,1.315E3,1.085E5,1.992E7,8.684E0,4.415E-2,2.079E-4,1.556E3,8.518E-4,3.287E-2,6.78E-1,2.923E1,1.164E2,2.309E1,1.012E-2,-1.604E2,9.334E0,4.938E0,1.484E0,4.725E-1,2.852E-1,4.077E-1,2.537E-2,-6.973E-1,-1.896E0,-1.342E0,-4.108E-1,2.586E-1,-9.744E-1,8.745E-2,6.644E-2,1.267E-1,5.757E-2,9.786E-2,4.567E-2,6.145E-2,1.776E-2,0E0,5.825E-2,4.042E1,3.732E3,4.128E5,7.604E7,Cat
1.318E1,1.526E-1,3.898E-3,1.436E2,1.952E-3,7.341E-2,5.935E-2,3.602E1,3.834E0,2.666E1,2.523E-3,1.682E1,6.239E0,6.248E0,3.644E0,3.586E0,2.306E0,2.577E0,2.102E0,1.748E0,1.955E0,1.943E0,2.11E0,2.228E0,1.088E-1,4.585E-1,2.384E-1,1.651E-1,1.232E-1,1.039E-1,8.753E-2,7.654E-2,8.534E-2,0E0,1.115E-1,2.216E1,1.783E3,8.994E4,1.792E7,3.021E1,2.229E-1,9.813E-4,1.552E3,1.296E-3,5.091E-2,6.347E-1,8.266E1,5.213E1,6.892E1,1.555E-2,-1.439E2,2.786E0,-3.115E0,-1.458E0,2.152E0,-1.284E-1,-1.528E0,-4.495E-1,-3.549E-1,-1.265E0,-2.713E-1,-2.726E-1,-9.68E-1,-8.477E-1,3.021E-1,-1.759E-2,3.904E-2,-6.935E-2,5.643E-3,-5.503E-2,1.058E-2,-3.123E-2,0E0,1.08E-1,6.407E1,3.938E3,2.558E5,5.514E7,Cat
2.043E1,9.204E-2,6.81E-3,1.739E2,3.869E-3,1.429E-1,4.909E-2,3.672E1,1.504E1,5.555E1,7.605E-4,2.309E1,1.159E1,1.088E1,7.041E0,4.21E0,3.184E0,4.023E0,5.412E0,4.032E0,3.234E0,4.163E0,5.445E0,3.185E0,1.231E-1,2.14E-1,2.286E-1,2.808E-1,2.846E-1,2.008E-1,2.013E-1,1.737E-1,1.842E-1,0E0,2.049E-1,1.119E1,1.048E3,9.23E4,1.527E7,4.177E1,2.093E-1,3.523E-3,1.685E3,3.252E-3,1.239E-1,5.957E-1,8.958E1,6.766E1,3.36E2,1.182E-2,-1.705E2,-7.372E0,-7.32E0,9.217E0,-8.429E-1,2.259E0,-2.389E0,6.79E-1,2.117E0,2.431E-1,-2.431E0,-2.57E0,5.893E-1,-8.262E-1,7.998E-1,-3.861E-1,2.277E-1,1.845E-1,2.209E-1,5.81E-2,8.498E-2,3.641E-2,0E0,1.826E-1,5.414E1,1.325E3,9.891E4,1.641E7,Cat
1.534E1,6.901E-2,6.048E-3,1.514E2,4.106E-3,1.547E-1,6.299E-2,2.724E1,1.005E0,2.993E1,5.718E-4,2.575E1,7.806E0,1.256E1,7.055E0,3.205E0,3.074E0,4.394E0,5.575E0,4.83E0,4.056E0,3.903E0,4.509E0,2.778E0,7.12E-2,2.379E-1,2.513E-1,2.501E-1,2.87E-1,2.121E-1,2.059E-1,1.616E-1,1.666E-1,0E0,2.138E-1,6.579E0,1.128E3,9.482E4,1.575E7,3.541E1,1.798E-1,3.534E-3,1.676E3,3.6E-3,1.391E-1,5.727E-1,7.769E1,5.81E1,5.873E2,1.43E-2,-1.689E2,-2.058E0,-1.386E1,7.588E0,9.274E-1,4.655E-1,7.5E-1,-3.319E0,1.641E0,2.115E0,-2.937E-1,-3.017E0,-1.442E0,-8.742E-1,7.819E-1,-3.724E-1,7.294E-2,8.597E-2,2.603E-1,1.537E-1,1.498E-1,6.717E-2,0E0,1.98E-1,4.768E1,1.323E3,1.049E5,1.718E7,Cat
1.49E1,7.271E-2,6.604E-3,1.583E2,4.006E-3,1.477E-1,5.474E-2,2.617E1,6.801E-1,6.162E1,8.843E-4,2.679E1,5.01E0,1.441E1,4.733E0,3.465E0,3.099E0,4.942E0,5.325E0,4.757E0,4.397E0,4.182E0,2.795E0,3.341E0,7.495E-2,2.505E-1,2.66E-1,2.419E-1,2.777E-1,2.125E-1,2.046E-1,1.547E-1,1.646E-1,0E0,2.221E-1,6.774E0,1.149E3,9.575E4,1.587E7,3.391E1,1.749E-1,4.063E-3,1.69E3,3.631E-3,1.381E-1,5.908E-1,7.493E1,5.315E1,4.212E2,1.622E-2,-1.66E2,6.54E-1,-1.65E1,5.123E0,2.502E0,-2.969E-1,3.691E0,-4.93E0,3.779E-2,2.381E0,3.708E-1,-1.08E0,-1.412E0,-8.815E-1,7.781E-1,-3.563E-1,1.564E-2,2.839E-2,2.622E-1,1.894E-1,1.747E-1,8.79E-2,0E0,2.112E-1,4.538E1,1.275E3,1.012E5,1.661E7,Cat
1.981E1,1.349E-1,1.509E-3,6.75E2,1.167E-3,4.442E-2,1.039E-1,4.166E1,5.157E1,7.69E0,6.125E-4,4.308E2,2.974E0,2.268E0,2.006E0,1.766E0,1.614E0,1.561E0,1.372E0,1.365E0,1.327E0,1.32E0,1.438E0,1.422E0,3.727E-1,3.145E-1,1.93E-1,1.545E-1,9.727E-2,9.225E-2,8.535E-2,8.246E-2,9.569E-2,0E0,9.889E-2,2.725E1,1.734E3,1.374E5,2.607E7,2.49E1,1.578E-1,4.498E-4,1.177E3,1.044E-3,4.402E-2,6.379E-1,6.146E1,6.666E1,4.889E1,1.055E-2,-3.525E2,2.158E0,-9.835E-1,1.659E-1,-6.184E-2,6.77E-1,-4.512E-1,-7.512E-2,-2.286E-1,-3.426E-1,-5.886E-1,-7.431E-1,-5.839E-1,-6.658E-1,3.359E-1,-7.91E-2,-1.596E-2,1.743E-2,3.137E-2,-1.567E-2,3.101E-3,-3.548E-2,0E0,1.391E-1,4.659E1,2.75E3,2.231E5,4.185E7,Cat
3.327E1,2.161E-1,4.978E-4,2.726E2,9.862E-4,3.506E-2,5.053E-2,6.356E1,5.062E1,6.862E0,1.179E-3,2.347E1,1.036E1,3.981E0,2.643E0,2.531E0,3.022E0,1.925E0,1.577E0,2.245E0,1.843E0,2.023E0,1.903E0,1.418E0,2.621E-1,2.608E-1,1.981E-1,1.919E-1,2.179E-1,1.492E-1,1.437E-1,1.097E-1,1.358E-1,0E0,9.345E-2,3.042E1,1.432E3,1.516E5,2.139E7,2.177E1,1.353E-1,2.081E-4,1.481E3,7.241E-4,2.783E-2,7.041E-1,5.622E1,1.091E2,2.011E1,1.182E-2,-1.718E2,1.922E0,4.545E0,1.053E0,1.036E0,4.375E-1,-3.079E-1,1.007E-1,2.065E-1,-1.392E0,1.267E0,-4.731E-1,-1.584E-1,-8.489E-1,5.424E-2,-2.198E-1,1.286E-1,-4.987E-2,9.468E-2,-8.937E-2,4.459E-2,3.598E-2,0E0,6.474E-2,5.685E1,3.89E3,2.83E5,5.81E7,Cat
1.659E1,1.267E-1,5.24E-4,4.48E2,8.173E-4,3.164E-2,1.638E-1,3.513E1,4.646E1,9.056E0,4.07E-4,2.792E2,2.99E0,2.166E0,1.894E0,1.848E0,1.506E0,1.421E0,1.317E0,1.383E0,1.324E0,1.276E0,1.17E0,1.268E0,2.477E-1,2.841E-1,1.735E-1,1.482E-1,9.244E-2,8.829E-2,7.727E-2,7.852E-2,8.847E-2,0E0,8.133E-2,2.082E1,1.356E3,9.949E4,1.901E7,3.036E1,2.042E-1,3.445E-4,1.432E3,1.182E-3,5.264E-2,5.742E-1,7.881E1,2.013E2,6.732E1,9.343E-3,-1.947E2,1.887E0,-7.607E-1,2.303E-1,2.939E-1,1.105E0,-1.913E-1,-6.321E-2,-1.077E-1,-7.423E-1,-6.455E-1,-7.128E-1,-8.243E-1,-7.826E-1,3.513E-1,-1.135E-1,-4.291E-3,-9.066E-4,2.041E-2,-1.804E-2,1.017E-2,-3.714E-2,0E0,1.899E-1,5.834E1,3.444E3,2.594E5,4.969E7,Cat
1.982E1,1.636E-1,6.988E-4,4.295E2,7.54E-4,3.149E-2,1.483E-1,4.131E1,3.996E-13,1.705E1,1.676E-4,2.746E2,3.187E0,2.142E0,1.628E0,1.66E0,1.513E0,1.41E0,1.309E0,1.249E0,1.24E0,1.151E0,1.142E0,1.115E0,2.502E-1,2.455E-1,1.283E-1,1.205E-1,9.891E-2,7.651E-2,7.633E-2,6.59E-2,6.428E-2,0E0,1.32E-1,2.39E1,1.457E3,9.43E4,1.805E7,3.274E1,2.471E-1,5.735E-4,1.417E3,1.421E-3,6.573E-2,5.138E-1,8.953E1,2.206E2,1.029E2,1.01E-2,-1.861E2,1.339E-1,8.582E-1,3.009E-1,9.49E-1,1.434E0,1.668E-1,-1.006E-1,-5.123E-2,-9.356E-1,-4.972E-1,-5.593E-1,-5.307E-1,-7.428E-1,1.663E-1,-1.435E-1,-3.12E-2,-3.756E-2,-1.223E-2,-3.823E-2,2.92E-2,-3.557E-2,0E0,2.675E-1,6.769E1,4.165E3,2.52E5,5.442E7,Cat
1.044E1,5.814E-2,3.685E-3,1.701E2,2.615E-3,1.005E-1,0E0,2.164E1,0E0,0E0,0E0,2.394E1,7.125E0,5.96E0,3.405E0,2.918E0,2.702E0,1.403E0,1.728E0,3.054E0,2.586E0,1.687E0,3.408E0,2.134E0,6.824E-2,1.148E-1,2.462E-1,3.032E-1,2.43E-1,2.202E-1,1.341E-1,9.747E-2,8.341E-2,0E0,1.631E-1,7.897E0,4.125E2,1.473E4,2.416E6,3.991E1,2.217E-1,1.195E-3,1.605E3,1.623E-3,6.347E-2,0E0,8.285E1,0E0,0E0,0E0,-1.706E2,-6.244E0,-1.028E1,1.189E0,-5.572E0,-2.35E0,-3.53E0,-6.488E-1,3.463E-2,1.452E0,-2.304E0,-3.912E0,-3.462E0,-8.518E-1,8.599E-1,-5.001E-1,2.213E-1,1.059E-1,5.159E-2,1.168E-1,8.532E-2,3.029E-2,0E0,9.721E-2,4.685E1,6.776E2,1.954E4,3.047E6,Cat
1.822E1,1.193E-1,3.761E-3,3.48E2,1.866E-3,7.67E-2,0E0,2.863E1,0E0,0E0,0E0,5.966E1,1.667E1,5.771E0,5.406E0,3.35E0,2.853E0,3.499E0,3.075E0,5.621E0,4.862E0,4.209E0,4.639E0,3.119E0,1.194E-1,2.266E-1,3.159E-1,2.761E-1,1.993E-1,1.652E-1,1.711E-1,1.325E-1,1.413E-1,0E0,2.461E-1,2.427E1,1.233E3,1.003E5,1.828E7,4.475E1,2.497E-1,2.554E-3,1.519E3,3.713E-3,1.483E-1,0E0,7.432E1,0E0,0E0,0E0,-1.479E2,-1.469E1,-9.064E0,-5.722E0,-3.535E0,7.402E-2,3.958E0,4.015E0,-1.645E0,-5.146E0,-2.434E0,2.259E0,8.442E-1,-7.98E-1,7.02E-1,-2.504E-2,1.782E-2,2.093E-1,-1.039E-2,8.485E-2,1.718E-1,-5.969E-2,0E0,3.583E-1,6.794E1,2.638E3,2.08E5,3.946E7,Cat
1.491E1,1.127E-1,2.866E-3,1.561E2,2.015E-3,8.243E-2,0E0,3.099E1,0E0,0E0,0E0,2.565E1,1.301E1,3.427E0,2.479E0,2.579E0,2.466E0,2.506E0,2.793E0,3.404E0,3.104E0,3.06E0,3.203E0,1.961E0,1.002E-1,9.764E-2,2.81E-1,1.116E-1,1.287E-1,9.666E-2,1.453E-1,1.342E-1,7.948E-2,0E0,3.202E-1,1.942E1,6.21E2,4.077E4,6.647E6,4.915E1,3.21E-1,3.184E-3,1.503E3,4.362E-3,1.804E-1,0E0,9.159E1,0E0,0E0,0E0,-1.17E2,-1.886E1,-1.079E1,-5.594E0,1.194E0,4.204E0,2.713E0,-5.054E-1,-4.98E0,-2.033E0,2.286E0,6.226E-1,-5.806E-1,-7.655E-1,6.465E-1,-2.768E-1,7.538E-2,2.251E-1,-2.364E-2,1.691E-1,1.291E-1,9.584E-2,0E0,5.909E-1,7.51E1,2.627E3,1.739E5,3.389E7,Cat
2.49E1,1.481E-1,4.644E-4,2.649E2,9.463E-4,3.451E-2,4.824E-2,4.792E1,1.013E1,2.666E0,1.014E-3,2.088E1,8.395E0,3.469E0,2.463E0,2.359E0,2.414E0,1.95E0,1.719E0,1.918E0,1.783E0,1.851E0,1.807E0,1.407E0,1.848E-1,2.282E-1,2.122E-1,1.61E-1,1.652E-1,1.318E-1,1.259E-1,1.113E-1,1.235E-1,0E0,7.346E-2,2.427E1,1.245E3,1.185E5,1.843E7,1.255E1,6.841E-2,1.655E-4,1.495E3,7.016E-4,2.717E-2,6.812E-1,3.673E1,1.668E2,1.921E1,1.621E-2,-1.731E2,5.821E0,5.477E0,9.089E-1,1.31E0,-6.872E-2,-2.914E-1,2.717E-1,8.501E-1,-1.434E0,1.41E0,-6.833E-1,1.179E-1,-9.242E-1,6.71E-2,-2.174E-1,1.293E-1,5.264E-2,1.419E-1,-9.085E-2,6.373E-2,7.709E-2,0E0,5.378E-2,4.507E1,3.546E3,3.22E5,5.908E7,Cat
7.032E0,6.268E-2,2.829E-3,2.398E2,1.033E-3,3.838E-2,7.257E-2,1.735E1,6.556E-13,1.934E1,2.642E-4,2.403E1,5.426E0,8.118E0,2.592E0,2.039E0,1.81E0,1.879E0,2.841E0,1.96E0,2.171E0,1.687E0,2.084E0,1.897E0,3.888E-2,3.81E-1,2.507E-1,2.304E-1,1.765E-1,1.515E-1,1.121E-1,8.665E-2,6.829E-2,0E0,6.548E-2,9.291E0,8.966E2,1.133E5,2.098E7,5.747E0,4.532E-2,2.992E-4,1.611E3,1.906E-3,6.956E-2,5.506E-1,1.582E1,2.206E2,1.693E2,9.275E-3,-1.698E2,1.218E1,-1.203E-1,3.157E0,3.957E0,2.438E0,-5.507E-1,-1.891E0,-2.346E0,-2.006E0,-1.71E0,-6.981E-2,3.394E-1,-9.86E-1,4.04E-1,-1.813E-2,-7.075E-2,-5.614E-2,-2.446E-3,3.434E-3,1.767E-2,-2.445E-3,0E0,9.735E-2,1.64E1,1.217E3,1.675E5,3.145E7,Cat
1.306E1,1.02E-1,2.743E-3,1.748E2,1.984E-3,7.599E-2,8.992E-2,2.859E1,6.342E1,8.16E0,1.339E-3,2.196E1,5.904E0,4.585E0,3.474E0,2.4E0,2.781E0,3.03E0,3.16E0,2.436E0,3.181E0,3.692E0,3.262E0,2.504E0,8.246E-2,3.448E-1,1.57E-1,1.736E-1,1.231E-1,1.292E-1,1.041E-1,1.111E-1,9.349E-2,0E0,1.271E-1,1.481E1,1.275E3,9.989E4,1.977E7,2.044E1,1.25E-1,8.673E-4,1.596E3,1.323E-3,5.146E-2,6.904E-1,5.671E1,1.014E2,9.072E1,1.236E-2,-1.524E2,3.442E0,-2.445E0,-6.099E-1,1.783E-1,-1.988E-1,-6.392E-1,-5.006E-2,1.22E0,8.117E-1,1.258E0,-7.911E-2,-7.542E-1,-9.204E-1,3.831E-1,-1.973E-2,1.012E-1,-9.254E-2,2.205E-2,-4.882E-2,5.761E-2,-5.971E-3,0E0,9.817E-2,5.27E1,3.358E3,2.864E5,5.201E7,Cat
9.903E0,6.547E-2,2.721E-3,1.658E2,1.951E-3,7.219E-2,9.1E-2,2.065E1,8.961E1,2.203E1,3.163E-3,1.933E1,5.401E0,4.456E0,3.2E0,2.77E0,3.079E0,2.837E0,2.832E0,2.434E0,3.106E0,3.53E0,3.551E0,2.343E0,4.431E-2,3.298E-1,1.655E-1,1.581E-1,1.282E-1,1.188E-1,9.529E-2,1.057E-1,8.623E-2,0E0,1.202E-1,1.233E1,1.202E3,1.004E5,1.984E7,1.724E1,9.902E-2,7.226E-4,1.601E3,1.316E-3,5.055E-2,7.126E-1,4.747E1,1.2E2,3.723E1,1.443E-2,-1.514E2,5.605E0,-2.598E0,-3.668E-1,1.243E-1,-3.713E-2,-8.081E-1,-4.263E-2,1.901E0,1.182E0,1.532E0,-8.188E-1,-9.48E-1,-9.463E-1,4.535E-1,3.019E-2,1.1E-1,-9.554E-2,3.156E-2,-2.821E-2,7.039E-2,-9.921E-3,0E0,9.346E-2,4.612E1,2.978E3,2.848E5,5.043E7,Cat
1.899E1,1.845E-1,3.705E-3,1.942E2,2.305E-3,8.816E-2,9.747E-2,3.792E1,3.501E1,3.012E1,1.384E-3,2.388E1,8.278E0,5.192E0,2.206E0,2.323E0,3.251E0,2.399E0,3.643E0,3.034E0,3.349E0,2.891E0,2.611E0,1.782E0,1.654E-1,4.233E-1,1.898E-1,1.259E-1,1.593E-1,1.597E-1,1.253E-1,1.617E-1,1.474E-1,0E0,1.752E-1,1.594E1,1.494E3,8.079E4,1.606E7,5.566E1,3.967E-1,1.44E-3,1.546E3,1.427E-3,5.684E-2,7.146E-1,1.316E2,7.41E1,5.801E1,1.506E-2,-1.539E2,-6.851E0,-2.044E0,7.127E-1,2.074E-1,1.793E0,-1.183E-1,-1.262E0,-3.746E-1,9.857E-1,1.292E-1,-1.361E0,-2.892E-1,-6.749E-1,2.557E-1,-5.071E-2,-2.209E-2,-1.439E-2,9.203E-2,-3.307E-2,8.555E-2,2.857E-2,0E0,1.287E-1,8.593E1,4.421E3,2.204E5,5.373E7,Cat
2.16E1,2.057E-1,1.46E-3,1.756E2,1.077E-3,4.237E-2,7.634E-2,4.39E1,1.929E1,4.034E0,6.808E-4,1.848E1,6.443E0,5.861E0,2.392E0,2.284E0,2.865E0,2.179E0,2.997E0,2.21E0,2.67E0,2.086E0,2.111E0,1.713E0,1.885E-1,3.956E-1,1.686E-1,1.131E-1,1.377E-1,1.672E-1,1.058E-1,1.371E-1,1.354E-1,0E0,1.074E-1,1.853E1,1.391E3,8.534E4,1.411E7,5.459E1,4.094E-1,4.499E-4,1.526E3,6.957E-4,2.919E-2,7.61E-1,1.297E2,3.937E1,1.719E1,1.164E-2,-1.531E2,-4.516E0,-2.194E0,3.817E-1,7.204E-2,8.273E-1,3.762E-2,-2.428E-1,-1.286E-1,3.001E-1,3.428E-2,-9.299E-1,-1.68E-1,-6.756E-1,1.942E-1,-3.224E-2,-2.031E-2,-2.202E-2,8.245E-2,-4.96E-2,7.02E-2,1.075E-2,0E0,8.341E-2,8.577E1,4.606E3,2.231E5,5.61E7,Cat
